,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
166,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,audio_features,7w87IxuO7BDcJ3YUqCyMTT,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,https://api.spotify.com/v1/tracks/7w87IxuO7BDcJ3YUqCyMTT,https://api.spotify.com/v1/audio-analysis/7w87IxuO7BDcJ3YUqCyMTT,239600,4
167,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,audio_features,2QjOHCTQ1Jl3zawyYOpxh6,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6,240400,4
168,0.742,0.553,8,-8.98,1,0.419,0.389,0.0,0.0694,0.508,84.931,audio_features,2hwOoMtWPtTSSn6WHV7Vp5,spotify:track:2hwOoMtWPtTSSn6WHV7Vp5,https://api.spotify.com/v1/tracks/2hwOoMtWPtTSSn6WHV7Vp5,https://api.spotify.com/v1/audio-analysis/2hwOoMtWPtTSSn6WHV7Vp5,209440,4
169,0.666,0.774,0,-7.776,1,0.0399,0.00105,0.128,0.107,0.0657,130.042,audio_features,5C0VcNG8DEO7vVlV3DprlK,spotify:track:5C0VcNG8DEO7vVlV3DprlK,https://api.spotify.com/v1/tracks/5C0VcNG8DEO7vVlV3DprlK,https://api.spotify.com/v1/audio-analysis/5C0VcNG8DEO7vVlV3DprlK,267186,4
170,0.581,0.964,6,-5.153,1,0.0884,0.126,0.000573,0.0968,0.532,160.017,audio_features,1uQ6NWzUWB7tMIAvXZ104N,spotify:track:1uQ6NWzUWB7tMIAvXZ104N,https://api.spotify.com/v1/tracks/1uQ6NWzUWB7tMIAvXZ104N,https://api.spotify.com/v1/audio-analysis/1uQ6NWzUWB7tMIAvXZ104N,154688,3
171,0.593,0.861,6,-4.559,0,0.034,0.0102,0.000859,0.107,0.818,170.005,audio_features,5QBVRETMnR1sKyrQAMypDu,spotify:track:5QBVRETMnR1sKyrQAMypDu,https://api.spotify.com/v1/tracks/5QBVRETMnR1sKyrQAMypDu,https://api.spotify.com/v1/audio-analysis/5QBVRETMnR1sKyrQAMypDu,177747,4
172,0.673,0.587,9,-7.845,0,0.0325,0.0417,0.00261,0.108,0.325,127.024,audio_features,3RcppPp04oBbeN4q4K5M34,spotify:track:3RcppPp04oBbeN4q4K5M34,https://api.spotify.com/v1/tracks/3RcppPp04oBbeN4q4K5M34,https://api.spotify.com/v1/audio-analysis/3RcppPp04oBbeN4q4K5M34,189921,4
173,0.957,0.705,8,-9.84,1,0.182,0.345,2.87e-06,0.0227,0.886,127.961,audio_features,2Q4EYySJXyEHoogG1EgsJ7,spotify:track:2Q4EYySJXyEHoogG1EgsJ7,https://api.spotify.com/v1/tracks/2Q4EYySJXyEHoogG1EgsJ7,https://api.spotify.com/v1/audio-analysis/2Q4EYySJXyEHoogG1EgsJ7,241972,4
174,0.396,0.985,4,-3.74,1,0.0675,0.138,0.0,0.38,0.529,94.536,audio_features,7xvRry7lAc8TezVakru6Ga,spotify:track:7xvRry7lAc8TezVakru6Ga,https://api.spotify.com/v1/tracks/7xvRry7lAc8TezVakru6Ga,https://api.spotify.com/v1/audio-analysis/7xvRry7lAc8TezVakru6Ga,125741,4
175,0.702,0.659,4,-6.766,0,0.13,0.301,0.00201,0.218,0.843,79.64,audio_features,1otG6j1WHNvl9WgXLWkHTo,spotify:track:1otG6j1WHNvl9WgXLWkHTo,https://api.spotify.com/v1/tracks/1otG6j1WHNvl9WgXLWkHTo,https://api.spotify.com/v1/audio-analysis/1otG6j1WHNvl9WgXLWkHTo,207455,4
176,0.62,0.607,1,-5.56,0,0.0612,0.107,0.0,0.077,0.702,168.944,audio_features,5443vprqDLYYwDUyBLkU9H,spotify:track:5443vprqDLYYwDUyBLkU9H,https://api.spotify.com/v1/tracks/5443vprqDLYYwDUyBLkU9H,https://api.spotify.com/v1/audio-analysis/5443vprqDLYYwDUyBLkU9H,245556,4
177,0.839,0.751,1,-5.208,0,0.0924,0.177,0.0,0.067,0.525,127.996,audio_features,2QuQkdLLzgktXwruPAz6f4,spotify:track:2QuQkdLLzgktXwruPAz6f4,https://api.spotify.com/v1/tracks/2QuQkdLLzgktXwruPAz6f4,https://api.spotify.com/v1/audio-analysis/2QuQkdLLzgktXwruPAz6f4,183588,4
178,0.58,0.731,3,-5.299,0,0.0293,0.0204,0.0,0.21,0.164,111.982,audio_features,32Ky5QCRtwYJJXuLwoGufj,spotify:track:32Ky5QCRtwYJJXuLwoGufj,https://api.spotify.com/v1/tracks/32Ky5QCRtwYJJXuLwoGufj,https://api.spotify.com/v1/audio-analysis/32Ky5QCRtwYJJXuLwoGufj,241427,4
179,0.65,0.623,4,-6.417,0,0.0279,0.02,0.0,0.176,0.206,111.985,audio_features,41YOS7VuxHEEwYHLfa7VWM,spotify:track:41YOS7VuxHEEwYHLfa7VWM,https://api.spotify.com/v1/tracks/41YOS7VuxHEEwYHLfa7VWM,https://api.spotify.com/v1/audio-analysis/41YOS7VuxHEEwYHLfa7VWM,236467,4
180,0.597,0.88,1,-3.838,1,0.0502,0.000587,0.0,0.157,0.526,107.979,audio_features,1pGQZYCKWFsadznuK8YkcZ,spotify:track:1pGQZYCKWFsadznuK8YkcZ,https://api.spotify.com/v1/tracks/1pGQZYCKWFsadznuK8YkcZ,https://api.spotify.com/v1/audio-analysis/1pGQZYCKWFsadznuK8YkcZ,229840,4
181,0.621,0.73,5,-5.414,0,0.107,0.0967,0.000131,0.673,0.464,139.566,audio_features,0fv2KH6hac06J86hBUTcSf,spotify:track:0fv2KH6hac06J86hBUTcSf,https://api.spotify.com/v1/tracks/0fv2KH6hac06J86hBUTcSf,https://api.spotify.com/v1/audio-analysis/0fv2KH6hac06J86hBUTcSf,195320,4
182,0.861,0.866,10,-5.446,0,0.181,0.0146,0.000116,0.0591,0.823,97.013,audio_features,7wUKRQMHG0fI3DBzi6Tp29,spotify:track:7wUKRQMHG0fI3DBzi6Tp29,https://api.spotify.com/v1/tracks/7wUKRQMHG0fI3DBzi6Tp29,https://api.spotify.com/v1/audio-analysis/7wUKRQMHG0fI3DBzi6Tp29,173720,4
183,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,audio_features,5hVghJ4KaYES3BFUATCYn0,spotify:track:5hVghJ4KaYES3BFUATCYn0,https://api.spotify.com/v1/tracks/5hVghJ4KaYES3BFUATCYn0,https://api.spotify.com/v1/audio-analysis/5hVghJ4KaYES3BFUATCYn0,190067,4
184,0.706,0.485,8,-9.671,1,0.331,0.337,0.0,0.122,0.144,115.414,audio_features,21yRtB6B8EMounImAfHRCP,spotify:track:21yRtB6B8EMounImAfHRCP,https://api.spotify.com/v1/tracks/21yRtB6B8EMounImAfHRCP,https://api.spotify.com/v1/audio-analysis/21yRtB6B8EMounImAfHRCP,205093,4
185,0.616,0.985,11,-1.598,1,0.0832,0.000273,0.000145,0.0723,0.487,109.979,audio_features,6DJ6Va1jpFcErKtQi7BAJv,spotify:track:6DJ6Va1jpFcErKtQi7BAJv,https://api.spotify.com/v1/tracks/6DJ6Va1jpFcErKtQi7BAJv,https://api.spotify.com/v1/audio-analysis/6DJ6Va1jpFcErKtQi7BAJv,232707,4
186,0.393,0.905,5,-4.382,0,0.0801,0.000633,0.000137,0.339,0.273,174.986,audio_features,2Rw6wkd0q3LXx5xsdjLs1P,spotify:track:2Rw6wkd0q3LXx5xsdjLs1P,https://api.spotify.com/v1/tracks/2Rw6wkd0q3LXx5xsdjLs1P,https://api.spotify.com/v1/audio-analysis/2Rw6wkd0q3LXx5xsdjLs1P,237354,4
187,0.397,0.921,6,-3.372,1,0.0763,0.000241,0.00167,0.348,0.215,112.606,audio_features,2HEM4wcGP2nFT1Z2i6jtvo,spotify:track:2HEM4wcGP2nFT1Z2i6jtvo,https://api.spotify.com/v1/tracks/2HEM4wcGP2nFT1Z2i6jtvo,https://api.spotify.com/v1/audio-analysis/2HEM4wcGP2nFT1Z2i6jtvo,183026,1
188,0.349,0.963,10,-3.316,0,0.163,0.000353,7.28e-05,0.156,0.111,180.004,audio_features,0uOtodY9htazL9wojWhKhQ,spotify:track:0uOtodY9htazL9wojWhKhQ,https://api.spotify.com/v1/tracks/0uOtodY9htazL9wojWhKhQ,https://api.spotify.com/v1/audio-analysis/0uOtodY9htazL9wojWhKhQ,218661,4
189,0.325,0.981,0,-1.771,1,0.136,0.00022,0.00402,0.164,0.226,184.852,audio_features,6K8XYc5aDwaHevNifv8K3F,spotify:track:6K8XYc5aDwaHevNifv8K3F,https://api.spotify.com/v1/tracks/6K8XYc5aDwaHevNifv8K3F,https://api.spotify.com/v1/audio-analysis/6K8XYc5aDwaHevNifv8K3F,242880,4
190,0.75,0.696,7,-3.903,1,0.136,0.0459,0.0,0.315,0.503,106.068,audio_features,3Y3K9KOHuH3ZXsNNI2AibB,spotify:track:3Y3K9KOHuH3ZXsNNI2AibB,https://api.spotify.com/v1/tracks/3Y3K9KOHuH3ZXsNNI2AibB,https://api.spotify.com/v1/audio-analysis/3Y3K9KOHuH3ZXsNNI2AibB,203314,4
191,0.703,0.867,6,-4.292,1,0.0453,0.107,0.0,0.119,0.546,128.008,audio_features,5HOpkTTVcmZHnthgyxrIL8,spotify:track:5HOpkTTVcmZHnthgyxrIL8,https://api.spotify.com/v1/tracks/5HOpkTTVcmZHnthgyxrIL8,https://api.spotify.com/v1/audio-analysis/5HOpkTTVcmZHnthgyxrIL8,213708,4
192,0.737,0.526,7,-10.101,0,0.0411,0.2,2.78e-06,0.0884,0.554,124.075,audio_features,50Cf2eYv8zT3v2HAkwhIiL,spotify:track:50Cf2eYv8zT3v2HAkwhIiL,https://api.spotify.com/v1/tracks/50Cf2eYv8zT3v2HAkwhIiL,https://api.spotify.com/v1/audio-analysis/50Cf2eYv8zT3v2HAkwhIiL,171933,4
193,0.708,0.814,7,-5.737,0,0.045,0.00219,9.74e-05,0.109,0.858,125.991,audio_features,1oSUTFfnEwftOTRxpLKWOY,spotify:track:1oSUTFfnEwftOTRxpLKWOY,https://api.spotify.com/v1/tracks/1oSUTFfnEwftOTRxpLKWOY,https://api.spotify.com/v1/audio-analysis/1oSUTFfnEwftOTRxpLKWOY,205267,4
194,0.528,0.965,11,-7.984,0,0.0465,0.141,0.985,0.0797,0.587,136.065,audio_features,6Sy9BUbgFse0n0LPA5lwy5,spotify:track:6Sy9BUbgFse0n0LPA5lwy5,https://api.spotify.com/v1/tracks/6Sy9BUbgFse0n0LPA5lwy5,https://api.spotify.com/v1/audio-analysis/6Sy9BUbgFse0n0LPA5lwy5,225493,4
195,0.776,0.985,0,-3.549,1,0.0347,0.0894,0.854,0.337,0.96,130.007,audio_features,0jQ4Nb9ylfUheLP9EOpOFk,spotify:track:0jQ4Nb9ylfUheLP9EOpOFk,https://api.spotify.com/v1/tracks/0jQ4Nb9ylfUheLP9EOpOFk,https://api.spotify.com/v1/audio-analysis/0jQ4Nb9ylfUheLP9EOpOFk,192373,4
196,0.86,0.907,2,-3.321,1,0.0407,0.279,0.693,0.0648,0.786,138.045,audio_features,0Bo5fjMtTfCD8vHGebivqc,spotify:track:0Bo5fjMtTfCD8vHGebivqc,https://api.spotify.com/v1/tracks/0Bo5fjMtTfCD8vHGebivqc,https://api.spotify.com/v1/audio-analysis/0Bo5fjMtTfCD8vHGebivqc,168880,4
197,0.898,0.985,3,-2.521,1,0.0678,0.495,2.27e-05,0.148,0.925,138.013,audio_features,1gy1GWzJrxIjrUTMEu3sQx,spotify:track:1gy1GWzJrxIjrUTMEu3sQx,https://api.spotify.com/v1/tracks/1gy1GWzJrxIjrUTMEu3sQx,https://api.spotify.com/v1/audio-analysis/1gy1GWzJrxIjrUTMEu3sQx,151522,3
198,0.81,0.738,5,-5.547,0,0.0315,0.00873,0.000255,0.0635,0.825,129.855,audio_features,3heDtYcDUp5y2ykqjoChTj,spotify:track:3heDtYcDUp5y2ykqjoChTj,https://api.spotify.com/v1/tracks/3heDtYcDUp5y2ykqjoChTj,https://api.spotify.com/v1/audio-analysis/3heDtYcDUp5y2ykqjoChTj,179354,4
199,0.797,0.95,0,-5.498,0,0.0409,0.413,4.84e-06,0.0516,0.89,134.99,audio_features,1844zQJGeNx60U1uXauYJ1,spotify:track:1844zQJGeNx60U1uXauYJ1,https://api.spotify.com/v1/tracks/1844zQJGeNx60U1uXauYJ1,https://api.spotify.com/v1/audio-analysis/1844zQJGeNx60U1uXauYJ1,179556,4
200,0.615,0.989,1,-3.659,0,0.174,0.147,0.0,0.0645,0.772,125.098,audio_features,7gZvmf49E6m0vrXMHcC6b3,spotify:track:7gZvmf49E6m0vrXMHcC6b3,https://api.spotify.com/v1/tracks/7gZvmf49E6m0vrXMHcC6b3,https://api.spotify.com/v1/audio-analysis/7gZvmf49E6m0vrXMHcC6b3,195133,4
201,0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059,audio_features,1qDrWA6lyx8cLECdZE7TV7,spotify:track:1qDrWA6lyx8cLECdZE7TV7,https://api.spotify.com/v1/tracks/1qDrWA6lyx8cLECdZE7TV7,https://api.spotify.com/v1/audio-analysis/1qDrWA6lyx8cLECdZE7TV7,244885,4
202,0.422,0.302,11,-9.214,1,0.0372,0.629,7.83e-05,0.104,0.123,114.089,audio_features,1v1oIWf2Xgh54kIWuKsDf6,spotify:track:1v1oIWf2Xgh54kIWuKsDf6,https://api.spotify.com/v1/tracks/1v1oIWf2Xgh54kIWuKsDf6,https://api.spotify.com/v1/audio-analysis/1v1oIWf2Xgh54kIWuKsDf6,248827,4
203,0.531,0.568,5,-5.53,1,0.0571,0.253,7.7e-05,0.26,0.438,164.127,audio_features,6r6n5OmXkdsOxN2iCj5UE0,spotify:track:6r6n5OmXkdsOxN2iCj5UE0,https://api.spotify.com/v1/tracks/6r6n5OmXkdsOxN2iCj5UE0,https://api.spotify.com/v1/audio-analysis/6r6n5OmXkdsOxN2iCj5UE0,194760,4
204,0.731,0.867,11,-5.881,1,0.032,0.0395,0.0,0.0861,0.776,104.019,audio_features,3cfOd4CMv2snFaKAnMdnvK,spotify:track:3cfOd4CMv2snFaKAnMdnvK,https://api.spotify.com/v1/tracks/3cfOd4CMv2snFaKAnMdnvK,https://api.spotify.com/v1/audio-analysis/3cfOd4CMv2snFaKAnMdnvK,200373,4
205,0.676,0.861,1,-3.645,1,0.0501,0.0512,0.0,0.0613,0.681,124.031,audio_features,6Z0F3Mqj7tq1CBZo5qMlUg,spotify:track:6Z0F3Mqj7tq1CBZo5qMlUg,https://api.spotify.com/v1/tracks/6Z0F3Mqj7tq1CBZo5qMlUg,https://api.spotify.com/v1/audio-analysis/6Z0F3Mqj7tq1CBZo5qMlUg,174120,3
206,0.918,0.918,10,-2.218,0,0.0954,0.344,5.35e-06,0.0243,0.882,110.024,audio_features,6RcQOut9fWL6FSqeIr5M1r,spotify:track:6RcQOut9fWL6FSqeIr5M1r,https://api.spotify.com/v1/tracks/6RcQOut9fWL6FSqeIr5M1r,https://api.spotify.com/v1/audio-analysis/6RcQOut9fWL6FSqeIr5M1r,199907,4
207,0.829,0.748,8,-5.361,1,0.176,0.352,0.0,0.0992,0.529,133.029,audio_features,5hpOBmnNc1mahkYGmte4NI,spotify:track:5hpOBmnNc1mahkYGmte4NI,https://api.spotify.com/v1/tracks/5hpOBmnNc1mahkYGmte4NI,https://api.spotify.com/v1/audio-analysis/5hpOBmnNc1mahkYGmte4NI,177443,4
208,0.65,0.655,1,-3.71,0,0.405,0.25,0.0,0.0691,0.735,94.059,audio_features,78SeXVRJ7KCqVmOwTiFjnI,spotify:track:78SeXVRJ7KCqVmOwTiFjnI,https://api.spotify.com/v1/tracks/78SeXVRJ7KCqVmOwTiFjnI,https://api.spotify.com/v1/audio-analysis/78SeXVRJ7KCqVmOwTiFjnI,171215,4
209,0.778,0.632,2,-5.6,0,0.0493,0.274,0.0,0.0915,0.498,122.104,audio_features,4nrPB8O7Y7wsOCJdgXkthe,spotify:track:4nrPB8O7Y7wsOCJdgXkthe,https://api.spotify.com/v1/tracks/4nrPB8O7Y7wsOCJdgXkthe,https://api.spotify.com/v1/audio-analysis/4nrPB8O7Y7wsOCJdgXkthe,218289,4
210,0.82,0.752,1,-7.635,0,0.0648,0.0584,0.00417,0.628,0.423,127.999,audio_features,4hceSKjrkDTO0nMKFcb3sj,spotify:track:4hceSKjrkDTO0nMKFcb3sj,https://api.spotify.com/v1/tracks/4hceSKjrkDTO0nMKFcb3sj,https://api.spotify.com/v1/audio-analysis/4hceSKjrkDTO0nMKFcb3sj,187500,4
211,0.683,0.683,11,-4.509,0,0.0861,0.398,3.83e-06,0.096,0.621,123.906,audio_features,0aOt8nmb5ddTNGE0t7XfvE,spotify:track:0aOt8nmb5ddTNGE0t7XfvE,https://api.spotify.com/v1/tracks/0aOt8nmb5ddTNGE0t7XfvE,https://api.spotify.com/v1/audio-analysis/0aOt8nmb5ddTNGE0t7XfvE,276774,4
212,0.586,0.74,1,-2.997,0,0.404,0.555,0.0,0.11,0.697,71.378,audio_features,2dG9k8jtnkjzJjUToz9i9i,spotify:track:2dG9k8jtnkjzJjUToz9i9i,https://api.spotify.com/v1/tracks/2dG9k8jtnkjzJjUToz9i9i,https://api.spotify.com/v1/audio-analysis/2dG9k8jtnkjzJjUToz9i9i,519289,3
213,0.821,0.579,4,-6.243,1,0.155,0.0708,0.0,0.0498,0.686,130.016,audio_features,2L0ng2t2wv1UUi5V3Nc8Er,spotify:track:2L0ng2t2wv1UUi5V3Nc8Er,https://api.spotify.com/v1/tracks/2L0ng2t2wv1UUi5V3Nc8Er,https://api.spotify.com/v1/audio-analysis/2L0ng2t2wv1UUi5V3Nc8Er,70893,4
214,0.828,0.58,7,-4.395,1,0.0941,0.0255,0.0,0.103,0.407,89.973,audio_features,0YUrjFy4qFKOO5NhM9tYdV,spotify:track:0YUrjFy4qFKOO5NhM9tYdV,https://api.spotify.com/v1/tracks/0YUrjFy4qFKOO5NhM9tYdV,https://api.spotify.com/v1/audio-analysis/0YUrjFy4qFKOO5NhM9tYdV,235067,4
215,0.177,0.0188,2,-29.484,0,0.0367,0.957,0.446,0.635,0.0819,146.472,audio_features,6CeCOC2zx1qS8mQNYHe6IM,spotify:track:6CeCOC2zx1qS8mQNYHe6IM,https://api.spotify.com/v1/tracks/6CeCOC2zx1qS8mQNYHe6IM,https://api.spotify.com/v1/audio-analysis/6CeCOC2zx1qS8mQNYHe6IM,130293,3
216,0.675,0.798,7,-4.857,1,0.0937,0.141,0.0,0.512,0.867,126.245,audio_features,7EnlaiXPnuFStTGh5gJnhM,spotify:track:7EnlaiXPnuFStTGh5gJnhM,https://api.spotify.com/v1/tracks/7EnlaiXPnuFStTGh5gJnhM,https://api.spotify.com/v1/audio-analysis/7EnlaiXPnuFStTGh5gJnhM,227493,4
217,0.651,0.92,11,-6.964,1,0.0665,0.096,0.0,0.971,0.735,96.02,audio_features,0INaMqjJJe1BZpnWuCxDzt,spotify:track:0INaMqjJJe1BZpnWuCxDzt,https://api.spotify.com/v1/tracks/0INaMqjJJe1BZpnWuCxDzt,https://api.spotify.com/v1/audio-analysis/0INaMqjJJe1BZpnWuCxDzt,170893,4
218,0.646,0.676,0,-9.477,0,0.0431,0.0339,1.99e-06,0.13,0.59,128.128,audio_features,0u9EI8zmr2QMuJLMiQFUIn,spotify:track:0u9EI8zmr2QMuJLMiQFUIn,https://api.spotify.com/v1/tracks/0u9EI8zmr2QMuJLMiQFUIn,https://api.spotify.com/v1/audio-analysis/0u9EI8zmr2QMuJLMiQFUIn,245093,4
219,0.618,0.557,8,-9.202,0,0.0321,0.0637,0.00973,0.262,0.344,109.932,audio_features,5VyCDHRvFdCzCDM1KioYTe,spotify:track:5VyCDHRvFdCzCDM1KioYTe,https://api.spotify.com/v1/tracks/5VyCDHRvFdCzCDM1KioYTe,https://api.spotify.com/v1/audio-analysis/5VyCDHRvFdCzCDM1KioYTe,180880,4
220,0.812,0.879,1,-10.998,0,0.0397,0.0167,0.224,0.366,0.962,129.991,audio_features,5ZrDlcxIDZyjOzHdYW1ydr,spotify:track:5ZrDlcxIDZyjOzHdYW1ydr,https://api.spotify.com/v1/tracks/5ZrDlcxIDZyjOzHdYW1ydr,https://api.spotify.com/v1/audio-analysis/5ZrDlcxIDZyjOzHdYW1ydr,197960,4
221,0.569,0.957,0,-9.433,0,0.0419,0.116,0.0,0.199,0.702,154.073,audio_features,3O3lPNMM2rCeog7dacQNbT,spotify:track:3O3lPNMM2rCeog7dacQNbT,https://api.spotify.com/v1/tracks/3O3lPNMM2rCeog7dacQNbT,https://api.spotify.com/v1/audio-analysis/3O3lPNMM2rCeog7dacQNbT,250942,4
222,0.541,0.931,1,-5.484,1,0.0416,0.00482,0.0127,0.0919,0.86,158.517,audio_features,6DlPa2rrVK3BygXJ48WYo3,spotify:track:6DlPa2rrVK3BygXJ48WYo3,https://api.spotify.com/v1/tracks/6DlPa2rrVK3BygXJ48WYo3,https://api.spotify.com/v1/audio-analysis/6DlPa2rrVK3BygXJ48WYo3,283833,4
223,0.495,0.856,10,-9.881,0,0.0504,0.000913,0.0,0.144,0.803,154.033,audio_features,4yiGLfzCc2jdByeQ2PIHXA,spotify:track:4yiGLfzCc2jdByeQ2PIHXA,https://api.spotify.com/v1/tracks/4yiGLfzCc2jdByeQ2PIHXA,https://api.spotify.com/v1/audio-analysis/4yiGLfzCc2jdByeQ2PIHXA,272405,4
224,0.757,0.892,6,-5.321,1,0.124,0.178,4.19e-05,0.0719,0.936,127.014,audio_features,0upFohXrGxIIAjyaJmCkMU,spotify:track:0upFohXrGxIIAjyaJmCkMU,https://api.spotify.com/v1/tracks/0upFohXrGxIIAjyaJmCkMU,https://api.spotify.com/v1/audio-analysis/0upFohXrGxIIAjyaJmCkMU,255947,4
225,0.722,0.814,4,-6.048,0,0.0294,0.0145,7.34e-05,0.0845,0.737,129.989,audio_features,0C60TsFeKSPCyTHolDUN0n,spotify:track:0C60TsFeKSPCyTHolDUN0n,https://api.spotify.com/v1/tracks/0C60TsFeKSPCyTHolDUN0n,https://api.spotify.com/v1/audio-analysis/0C60TsFeKSPCyTHolDUN0n,210699,4
226,0.91,0.585,11,-6.328,0,0.247,0.135,0.0024,0.116,0.522,119.979,audio_features,1ViUKZsdEDsRKIdOic4DyQ,spotify:track:1ViUKZsdEDsRKIdOic4DyQ,https://api.spotify.com/v1/tracks/1ViUKZsdEDsRKIdOic4DyQ,https://api.spotify.com/v1/audio-analysis/1ViUKZsdEDsRKIdOic4DyQ,185965,4
227,0.859,0.893,0,-6.279,1,0.0532,0.00418,0.000571,0.0831,0.955,153.978,audio_features,2m7KdMP9MYXDlUOWD90r2A,spotify:track:2m7KdMP9MYXDlUOWD90r2A,https://api.spotify.com/v1/tracks/2m7KdMP9MYXDlUOWD90r2A,https://api.spotify.com/v1/audio-analysis/2m7KdMP9MYXDlUOWD90r2A,166155,4
228,0.849,0.754,7,-6.586,1,0.0522,0.33,0.264,0.124,0.968,134.992,audio_features,5yc4EoseQaxO7wo0wz1Qzh,spotify:track:5yc4EoseQaxO7wo0wz1Qzh,https://api.spotify.com/v1/tracks/5yc4EoseQaxO7wo0wz1Qzh,https://api.spotify.com/v1/audio-analysis/5yc4EoseQaxO7wo0wz1Qzh,163623,4
229,0.766,0.772,0,-9.362,1,0.0353,0.403,0.0584,0.183,0.919,128.168,audio_features,0qi4b1l0eT3jpzeNHeFXDT,spotify:track:0qi4b1l0eT3jpzeNHeFXDT,https://api.spotify.com/v1/tracks/0qi4b1l0eT3jpzeNHeFXDT,https://api.spotify.com/v1/audio-analysis/0qi4b1l0eT3jpzeNHeFXDT,220893,4
230,0.581,0.972,5,-4.394,0,0.0945,0.0421,0.0,0.13,0.854,159.996,audio_features,3fDPalBAY0MzPaAm0a3NpL,spotify:track:3fDPalBAY0MzPaAm0a3NpL,https://api.spotify.com/v1/tracks/3fDPalBAY0MzPaAm0a3NpL,https://api.spotify.com/v1/audio-analysis/3fDPalBAY0MzPaAm0a3NpL,280907,4
231,0.533,0.783,7,-10.61,1,0.0366,0.0116,0.0565,0.186,0.726,124.874,audio_features,07ABETRdek3ACMpRPvQuaT,spotify:track:07ABETRdek3ACMpRPvQuaT,https://api.spotify.com/v1/tracks/07ABETRdek3ACMpRPvQuaT,https://api.spotify.com/v1/audio-analysis/07ABETRdek3ACMpRPvQuaT,234907,4
232,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,audio_features,2RsAajgo0g7bMCHxwH3Sk0,spotify:track:2RsAajgo0g7bMCHxwH3Sk0,https://api.spotify.com/v1/tracks/2RsAajgo0g7bMCHxwH3Sk0,https://api.spotify.com/v1/audio-analysis/2RsAajgo0g7bMCHxwH3Sk0,218920,4
233,0.48,0.689,4,-7.921,1,0.0645,0.78,0.0,0.149,0.596,117.409,audio_features,0ZQ6ckgerHYM5mOUxTl99Q,spotify:track:0ZQ6ckgerHYM5mOUxTl99Q,https://api.spotify.com/v1/tracks/0ZQ6ckgerHYM5mOUxTl99Q,https://api.spotify.com/v1/audio-analysis/0ZQ6ckgerHYM5mOUxTl99Q,187760,4
234,0.382,0.354,7,-6.595,1,0.0289,0.858,3.11e-06,0.168,0.435,87.018,audio_features,3dkIE8P7hvl3tHl9KSb6dA,spotify:track:3dkIE8P7hvl3tHl9KSb6dA,https://api.spotify.com/v1/tracks/3dkIE8P7hvl3tHl9KSb6dA,https://api.spotify.com/v1/audio-analysis/3dkIE8P7hvl3tHl9KSb6dA,142280,4
235,0.367,0.665,1,-2.821,1,0.0465,0.145,0.0,0.113,0.31,148.913,audio_features,3sNVsP50132BTNlImLx70i,spotify:track:3sNVsP50132BTNlImLx70i,https://api.spotify.com/v1/tracks/3sNVsP50132BTNlImLx70i,https://api.spotify.com/v1/audio-analysis/3sNVsP50132BTNlImLx70i,229147,4
236,0.0847,0.0856,2,-24.716,0,0.0405,0.964,0.592,0.289,0.0764,84.245,audio_features,1UvaZaHkh3D9AkmBrrnbFg,spotify:track:1UvaZaHkh3D9AkmBrrnbFg,https://api.spotify.com/v1/tracks/1UvaZaHkh3D9AkmBrrnbFg,https://api.spotify.com/v1/audio-analysis/1UvaZaHkh3D9AkmBrrnbFg,205493,4
237,0.643,0.348,11,-18.225,0,0.0334,0.442,0.00365,0.0924,0.394,133.337,audio_features,3ROd8cCRdRJpeh6P2zTAJk,spotify:track:3ROd8cCRdRJpeh6P2zTAJk,https://api.spotify.com/v1/tracks/3ROd8cCRdRJpeh6P2zTAJk,https://api.spotify.com/v1/audio-analysis/3ROd8cCRdRJpeh6P2zTAJk,227333,4
238,0.725,0.935,7,-2.807,1,0.155,0.0335,0.0,0.0737,0.931,123.988,audio_features,1C20XJTzDMGnO1puZMRO6F,spotify:track:1C20XJTzDMGnO1puZMRO6F,https://api.spotify.com/v1/tracks/1C20XJTzDMGnO1puZMRO6F,https://api.spotify.com/v1/audio-analysis/1C20XJTzDMGnO1puZMRO6F,231733,4
239,0.527,0.689,8,-5.684,1,0.0681,0.614,0.0,0.381,0.691,102.24,audio_features,3yzHIAzk3zVE1WgspS8W21,spotify:track:3yzHIAzk3zVE1WgspS8W21,https://api.spotify.com/v1/tracks/3yzHIAzk3zVE1WgspS8W21,https://api.spotify.com/v1/audio-analysis/3yzHIAzk3zVE1WgspS8W21,210133,4
